,type,content_cleaned,label
1136,article,story updated jan 23 2020 information press conference jan 22 2020 public paying attention panicking new virus recently spread wuhan china several country including u public health expert say virus known coronavirus reportedly killed 17 sickened 584 including man washington state though likely infected many fear spread led chinese,0
1137,article,doctor reading medscapecom january 31 2020 last week world health organization sent series tweet explaining nt yet ready declare 2019ncov outbreak global health emergency organization twitter account immediately flooded hundred negative comment spouting mistrust misunderstanding misinformation many twitter user questioned organization motif accusing allowing illness spread,0
1138,article,jan 30 2020 man illinois become first person become infected coronavirus without leaving u man husband woman 60 recently returned u wuhan china woman one original five carried virus back u traveling abroad woman husband isolated hospital woman good condition husband medical condition stable shortly,0
1139,article,doctor reading medscapecom january 30 2020 wuhan coronavirus 2019ncov outbreak unfolded rapidly many clinician scrambling stay top answer frequently asked question prepare clinic respond outbreak keep mind outbreak moving rapidly though scientific epidemiologic knowledge increased unprecedented speed much nt know think w,0
1140,article,monday dec 23 2019 healthday news early flu season spread misery across united state new research show child care center require child adult caregiver get flu shot flu especially dangerous child greater risk adult serious complication hospitalization even death researcher noted kid close proximity child care center spread infectious disease efficie,0
1141,article,week national level forecasting includes 12 individual forecast indicate increase death coming week predicted rate increase differ among forecast depending assumption strength coverage social distancing behavior national ensemble forecast suggests number cumulative reported death likely exceed 100000 june 1st state level ensemble forecast indicate state low number death reported,0
1142,article,level 3 travel health notice widespread ongoing transmission restriction entry united state cdc recommends traveler avoid nonessential travel following destination foreign national one country previous 14 day allowed enter united state,0
1143,article,case coronavirus disease covid19 reported state area experiencing community spread disease travel increase chance getting spreading covid19 cdc recommends stay home much possible especially trip essential practice social distancing especially higher risk severe illness nt travel sick travel someone sick travel may also essential like travel,0
1144,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1145,article,two syndromic surveillance system used monitor trend outpatient emergency department visit may associated covid19 system monitor slightly different syndrome together system provide comprehensive picture mild moderate covid19 illness either would individually system currently affected recent change healthcare seeking behavior including increased use telemedicine recommendation limit emerg,0
1146,article,two kind test available covid19 viral test antibody test viral test tell current infection antibody test tell previous infection antibody test may able show current infection take 1 3 week infection make antibody know yet antibody virus protect someone getting infected virus long protection might last wh,0
1147,article,coronavirus disease 2019 covid19associated hospitalization surveillance network covid net population based surveillance system collect data laboratory confirmed covid19associated hospitalization among child adult network 250 acute care hospital 14 state covid net cdc source important data hospitalization rate associated covid19 hospitalization rate updated weekly covid net also provides important clinical informati,0
1148,article,covid19 consideration cleaner air shelter cleaner air space protect public wildfire smoke document provides interim guidance reduce risk introducing transmitting sars cov2 virus responsible causing covid19 cleaner air shelter cleaner air space cleaner air shelter cleaner air space public space people seek relief wildfire smoke interim guidance intended use federal state local tribal,0
1149,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1150,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1151,article,webinar need know covid19 role community health worker latino community,0
1152,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1153,article,webpage provides information environmental health practitioner cdc trusted source environmental health assessment form disaster shelter tool assist environmental health practitioner conducting rapid assessment shelter condition emergency disaster tool modified meet local need coronavirus disease 2019 covid19 emergency cdc interim guidance general population disaster shelter covid19,0
1154,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1155,article,fda authorized euas viral antibody test covid19 viral nucleic acid antigen test used diagnose presence sars cov2 infection contrast antibody test detect igg iga igm antibody immune response sars cov2 whenever possible laboratory rely viral test diagnose presence sars cov2 infection however negative result viral testing rule covid19 pcr based test use,0
1156,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1157,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1158,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1159,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1160,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1161,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1162,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1163,article,necessity mother invention saying go staff cdc office fort collins colorado started seeing dire nationwide need personal protective equipment ppe covid19 spread got creative,0
1164,article,necessity mother invention old saying go staff cdc office fort collins colorado started seeing dire nationwide need personal protective equipment ppe covid19 spread got creative result got 9 ton 18000 pound supply hand public health agency cdc team around country nearly two decade cdc fort collins kept stockpile ppe glove coverall n95 r,0
1165,article,purpose scope document document provides specific operational consideration healthcare setting healthcare authority review context global supply shortage personal protective equipment ppe help decision making order provide needed surge capacity covid19 response document draw cdc strategy u healthcare setting covid19 strategy optimizing supply ppe cdc includes potential stra,0
1166,article,cdc public health messaging system offer date message traveler specific airport seaport land border international traveler enter leave united state latest information posted cdc partnership u custom border protection cbp transportation security administration tsa port entry partner health alert protect others,0
1167,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1168,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1169,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1170,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1171,article,revision made may 15 2020 reflect following new guidance document available see guidance section health department interim guidance developing covid19 case investigation contact tracing plan revision made may 2 2020 reflect following,0
1172,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1173,article,surge capacity refers ability manage sudden unexpected increase patient volume would otherwise severely challenge exceed present capacity facility widely accepted measurement trigger distinguish surge capacity daily patient care capacity surge capacity useful framework approach decreased supply glove covid19 response three general stratum used describe surge capacity u,0
1174,article,coronaviruses large family virus coronaviruses cause cold like illness people others cause illness certain type animal cattle camel bat coronaviruses canine feline coronaviruses infect animal infect human risk people spreading virus cause covid19 pet still learning virus cause covid19 appears spread people animal situation,0
1175,article,coronaviruses large family virus coronaviruses cause cold like illness people others cause illness certain type animal cattle camel bat coronaviruses canine feline coronaviruses infect animal infect human risk animal spreading virus cause covid19 people coronaviruses infect animal sometimes spread human spread people rare wh,0
1176,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1177,article,coronavirus disease 2019 covid19 respiratory illness caused virus called sars cov2 symptom often include cough shortness breath least two fever chill repeated shaking chill muscle pain headache sore throat new loss taste smell understanding virus spread evolving learn check cdc website latest information virus thought spread mainly person person pe,0
1178,article,nursing home population high risk infection serious illness death covid19 reverse transcription polymerase chain reaction rt pcr testing referred testing test sars cov2 infection among resident healthcare personnel hcp nursing home become priority help inform prevention control facility hcp include limited emergency medical service personnel nurse nursing assistant physician technician thera,0
1179,article,guidance intended assist nursing home public health authority response cohorting decision nursing home guidance supplement replace recommendation included interim additional guidance infection prevention control patient suspected confirmed covid19 nursing home facility adhere current cdc infection prevention control recommendation including universal source control measure visitor rest,0
1180,article,healthcare provider cared caring patient younger 21 year age meeting multisystem inflammatory syndrome child mi c criterion report suspected case local state territorial health department additional reporting question please contact cdc 24hour emergency operation center 770 488 7100,0
1181,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1182,article,vaporous hydrogen peroxide ultraviolet germicidal irradiation moist heat promising ffr decontamination method vaporous hydrogen peroxide ultraviolet germicidal irradiation moist heat promising decontamination method ffr decontamination considered method appear break filtration compromise ffr however many method used limited time investigation vhp decontamination ffrs provide evid,0
1183,article,maintaining appropriate staffing healthcare facility essential providing safe work environment healthcare personnel hcp safe patient care covid19 pandemic progress staffing shortage likely occur due hcp exposure illness need care family member home healthcare facility must prepared potential staffing shortage plan process place mitigate including communicating hcp action facility,0
1184,article,occupational health program public health official making decision return work healthcare personnel hcp confirmed covid19 suspected covid19 eg developed symptom respiratory infection eg cough sore throat shortness breath fever get tested covid19 decision return work hcp confirmed suspected covid19 made context local circumstance option include sympto,0
1185,article,cdc created social medium toolkit help localize effort responding virus cause covid19 toolkit provides message graphic help graphic suggested message available use social medium profile web page within guide find information suggested message covid19 response image cdc content visit communication resource page social medium content public domain free use b,0
1186,article,evaluate workplace school home business determine kind surface material make area surface object need normal routine cleaning frequently touched surface object like light switch doorknob need cleaned disinfected reduce risk germ surface object first clean surface object soap water disinfect using epa approved disinfectant epa approved,0
1187,article,web page highlight basic principle contact tracing stop covid19 transmission detailed guidance health department potential contact tracer forthcoming contact tracing core disease control measure employed local state health department personnel decade key strategy preventing spread covid19 immediate action needed community must scale train large contact tracer workforce work collaboratively across public pr,0
1188,article,caring someone covid19 home non healthcare setting follow advice protect others learn someone symptom covid19 someone diagnosed virus information also followed caring people tested positive showing symptom note older adult people age serious underlying medical condition higher risk developing severe illness,0
1189,article,revision made may 5 2020 reflect following revision made april 29 2020 reflect following update guidance viral transport medium vtm note point care test advise use update guidance use personal protective equipment obtaining specimen revision made april 14 2020 reflect following clarify specimen collection procedure swab type align respiratory disease specimen col,0
1190,article,cdc created communication toolkit airline partner help reach traveler employee covid19 prevention messaging toolkit provides message graphic product airline partner also access cdc communication resource specific audience communication resource page includes resource specific traveler blog written airline communicate passenger crew passenger slow spr,0
1191,article,cdc working closely world health organization partner assist country prepare respond covid19 cdc routinely provides technical assistance ministry health subnational international partner improve collective response covid19 facilitate implementation covid19 technical guidance infection prevention control ipc activity country cdc developed operational consideration help contain,0
1192,article,page updated daily based data confirmed 400pm et day number reported saturday sunday preliminary yet confirmed state territorial health department number may modified number updated monday currently 55 usaffiliated jurisdiction reporting case covid19 includes 50 state district columbia guam northern mariana island puerto rico u virgin island april 14 202,0
1193,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1194,article,cdc created road travel toolkit transportation department partner help reach domestic traveler covid19 prevention messaging road travel toolkit provides message graphic product support timely messaging traveling road united state following message electronic highway sign developed support covid19 recommendation message adapted fit state local need,0
1195,article,breast milk best source nutrition infant know whether mother covid19 transmit virus via breast milk limited data available suggest likely source transmission whether start continue breastfeeding determined mother coordination family healthcare provider mother confirmed covid19 counseled take possible precaution avoid spreading vir,0
1196,article,order get keep america open state tribe locality territory must able quickly identify new case break chain transmission protect first responder health care worker infection page provides state tribe locality territory key resource covid19 infection prevention control laboratory capacity community mitigation surveillance data analytics contact tracing staffing,0
1197,article,cdc working state local territorial academic commercial partner better understand covid19 united state cdc overarching strategy learning many people infected sars cov2 virus cause covid19 spreading u population strategy includes using serology testing surveillance better understand many infection sars cov2 occurred different point time dif,0
1198,article,page may updated new resource become available live training whether videoconference live course learning management system elearning course knowledge check suggested learner receive immediate feedback inclusion post test well electronic guide describing jurisdiction specific protocol strongly recommended describe detail action requirement associated step contact tracing process,0
1199,article,sample training plan includes training topic may helpful state local public health jurisdiction consider designing training plan covid19 contact tracer case investigator team lead suggested training modality format provided well information sample existing training resource site may updated new resource become available overall training goal completing training training plan l,0
1200,article,section self paced online training eg curated reading list video elearning course suggested inclusion post test strongly recommended content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness general course,0
1201,article,help stop spread covid19 take step protect child others getting sick help stop spread covid19 thing everyone stay healthy teach child clean hand often using soap water alcohol based hand sanitizer avoid people sick coughing sneezing clean disinfect high touch surface daily household common area like table hard backed chair doorknob light switch remote hand,0
1202,article,order get keep america open state tribe locality territory must able quickly identify new case break chain transmission protect first responder health care worker infection purpose site serve easily accessible repository guideline tool resource cdc others state tribe locality territory,0
1203,article,two kind test available covid19 test current infection viral test test past infection antibody test learn,0
1204,article,look emergency warning sign covid19 someone showing sign seek emergency medical care immediately persistent pain pressure chest list possible symptom please call medical provider symptom severe concerning call 911 call ahead local emergency facility notify operator seeking care someone may covid19,0
1205,article,much learn novel coronavirus sars cov2 cause coronavirus disease 2019 covid19 based currently known virus similar coronaviruses cause sars mers spread person person happens frequently among close contact within 6 foot type transmission occurs via respiratory droplet disease transmission via infectious aerosol currently uncertain transmission sars cov2 person surface,0
1206,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1207,article,framework support healthcare provider expand necessary non covid19 clinical care safest way possible patient,0
1208,article,covid19 new disease still learning spread virus cause covid19 thought mainly spread close contact ie within 6 foot person currently sick covid19 virus likely spread primarily respiratory droplet produced infected person cough sneeze similar influenza respiratory infection spread droplet land mouth nose people nearby possibly inhale,0
1209,article,viral test check sample respiratory system swab inside nose tell currently infection sars cov2 virus cause covid19 test point care test meaning result may available testing site le hour test must sent laboratory analyze process take 1 2 day received lab decide get viral test everyone need tested covi,0
1210,article,antibody blood test also called antibody test check blood looking antibody show previous infection virus depending someone infected timing test test may find antibody someone current covid19 infection antibody protein help fight infection antibody test used diagnose someone currently sick covid19 see current infection need v,0
1211,article,cdc helping health department staffing embedded field staff cdc 505 existing field staff embedded state tribal local territorial stlt health agency pivoted support covid19 response new deployment cdc emergency response covid19 includes deployment agency expert epidemiology laboratory science infection prevention control community mitigation area cdc staff numerous program discipline,0
1212,article,covid19 pandemic serious global health threat cdc committed stopping global spread cdc long history improving public health capacity throughout world contain outbreak source minimize impact cdc technical support ministry health local international partner delivered coordination u department state u agency international development u government agency sta,0
1213,article,people covid19 wide range symptom reported ranging mild symptom severe illness symptom may appear 2 14 day exposure virus people symptom may covid19 new loss taste smell list possible symptom le common symptom reported including gastrointestinal symptom like nausea vomiting diarrhea,0
1214,article,resident required notify administrator think may confirmed case covid19 administrator receive information someone facility covid19 work local health departmentexternal icon notify anyone building may exposed close contact sick person maintaining confidentiality sick person required american disability act ada applicable h,0
1215,article,cdc recommends stay home much possible practice social distancing traveling visit friend family increase chance getting spreading covid19 possible someone covid19 spread others even symptom getting infected may especially dangerous loved one higher risk severe complication covid19 people higher risk complication need take extra precaution although h,0
1216,article,covid19 case reported 50 state district columbia multiple u territory many wide spread community transmission given high risk spread covid19 enters ltcf facility must act immediately protect resident family staff serious illness complication death keep covid19 entering facility restrict visitor except compassionate care situation eg end life implement universal use,0
1217,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness,0
1218,article,covid19 pandemic dental emergency 2 arise may require treatment dhcp dhcp regularly consult state dental board regulating agency requirement specific jurisdiction information changing rapidly following dental specific recommendation used cdc interim infection prevention control recommendation patient covid19 interim additional guidance outpatient ambulatory care se,0
1219,article,law enforcement personnel direct personal contact individual suspected confirmed covid19 immediately use alcohol based hand sanitizers least 60 alcohol wash hand soap water least 20 second also avoid touching eye nose mouth uniform item surface potentially exposed disinfected cleaned soon feasible example duty belt non porous item b,0
1221,article,clinician considering diagnostic testing people possible covid19 continue work local state health department coordinate testing public health laboratoriesexternal icon work commercial clinical laboratory using diagnostic test authorized emergency use u food drug administration clinician use judgment determine patient sign symptom compatible covid19 whether patient shoul,0
1222,article,meat poultry processing facility component critical infrastructure within food agriculture sectorpdf iconexternal icon cdc critical infrastructure guidance advises critical infrastructure worker may permitted continue work following potential exposure covid19 provided remain asymptomatic positive test result covid19 additional precaution implemented protect community meat poultry processin,0
1223,article,drug therapeutic presently approved u food drug administration fda prevent treat covid19 current clinical management includes infection prevention control measure supportive care including supplemental oxygen mechanical ventilatory support indicated national institute health published interim guideline medical management covid19external icon prepared covid19 treatment guideline panel g,0
1224,article,following guidance created help owner administrator operator shared also called congregate housing facility working together resident staff public health official prevent spread covid19 guidance shared housing includes broad range setting apartment condominium student faculty housing national state park staff housing transitional housing domestic violence abuse shelter special consideration e,0
1225,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1226,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1227,article,cdc provided button badge public use graphic placed way work best particular site hoping see graphic many site possible enhance access date information coronavirus disease 2019 covid19,0
1228,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1229,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1230,article,older adult people severe underlying medical condition like heart lung disease diabetes seem higher risk developing serious complication covid19 illness information higher risk serious illness,0
1231,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1232,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1233,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1234,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1235,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1236,article,two syndromic surveillance system used monitor trend outpatient emergency department visit may related covid19 system monitor slightly different syndrome together system provide comprehensive picture mild moderate covid19 illness either would individually system currently affected recent change healthcare seeking behavior including increasing use telemedicine recommendation limit emerge,0
1237,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1238,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1239,article,strategy reusable elastomeric respirator use healthcare setting conventional non surge demand situation discussed conventional strategy conventional use adhere osha requirement manufacturer specific recommended instruction elastomeric respirator alternative niosh approved n95 respirator niosh certified reusable elastomeric particulate respirator provide least level protection n95 ffrs type elastomeric respir,0
1240,article,general transport movement patient outside room limited medically essential purpose transported outside room radiology healthcare personnel hcp receiving area notified advance transporting patient transport patient wear facemask cloth face covering contain secretion covered clean sheet transport personnel must prepare patient transport eg trans,0
1241,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1242,article,guidance public health professional including state public health veterinarian managing people covid19 home care isolation pet animal interim guidance public health professional managing home care isolation people covid19 pet animal including service working animal home intent guidance facilitate preparedness establish practice help people,0
1243,article,covid19 pandemic changing rapidly affecting community across united state different way despite changing circumstance clinician must continue provide patient access clinical service environment safe strategy pdf iconpdf 1 pageexternal icon used slow spread disease community include postponing cancelling non urgent elective procedure using telemedicine instead face face encounter ro,0
1244,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness,0
1245,article,evidence virus cause covid19 spread people water pool hot tub spa water play area proper operation maintenance including disinfection chlorine bromine facility inactivate virus water ongoing community spread covid19 virus cause covid19 important individual well owner operator facility take step ensure health,0
1246,article,healthcare provider cared caring patient younger 21 year age meeting multisystem inflammatory syndrome child mi c criterion report suspected case local state territorial health department additional reporting question please contact cdc 24hour emergency operation center 770 488 7100,0
1247,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1248,article,covid19 affect anyone disease cause symptom ranging mild severe illness caused respiratory virus influenza people may likely severe illness others characteristic medical condition increase risk commonly called risk factor example include 65 year age older serious underlying medical condition cdc conducting disease surveillance,0
1249,article,ca nt seem find page looking please try search z index,0
1250,article,washington dc april 22 2020 u center disease control prevention cdc united state department agriculture usda national veterinary service laboratory nvsl today announced first confirmed case sars cov2 virus cause covid19 infection two pet cat first pet united state test positive sars cov2 cat live two separate area new york state mild respiratory illness expected,0
1251,article,document provides guidance healthcare facility management visitor reduce risk transmission sars cov2 also known covid19 virus visitor patient suspected confirmed covid19 document also considers preventing introduction sars cov2 healthcare facility visitor period community transmission risk introduction facility increase community transmission becomes widespread facility esta,0
1253,article,use refers practice using n95 respirator one hcp multiple encounter different patient removing ie doffing encounter practice often referred limited reuse restriction place limit number time respirator reused important consult respirator manufacturer regarding maximum number donnings us recommend n95 respirator model manufacturer guid,0
1254,article,personal protective equipment ppe used every day healthcare personnel hcp protect patient others providing care ppe help protect hcp potentially infectious patient material toxic medication potentially dangerous substance used healthcare delivery ppe shortage currently posing tremendous challenge u healthcare system covid19 pandemic healthcare facility difficulty accessing needed,0
1255,article,people experiencing homelessness risk infection community spread covid19 interim guidance intended support response planning emergency management official public health authority homeless service provider including overnight emergency shelter day shelter meal service provider covid19 caused new coronavirus learning spread severe feature disease transmission covid19,0
1257,article,new discovery continue made covid19 early report indicate person person transmission often occurs close contact individual infected sars cov2 virus cause covid19 healthcare worker hcws higher risk infection also amplify outbreak within healthcare facility become ill identifying managing hcws exposed patient covid19 great importance preventing healt,0
1258,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1259,article,effect covid19 health racial ethnic minority group still emerging however current data suggest disproportionate burden illness death among racial ethnic minority group recent cdc mmwr report included race ethnicity data 580 patient hospitalized lab confirmed covid19 found 45 individual race ethnicity data available white compared 55 individual surrounding community however 33 hospit,0
1261,article,temporary shutdown reduced operation building reduction normal water use create hazard returning occupant two potential microbial hazard considered prior reopening period building inactivity mold legionella cause legionnaire disease mold prolonged period may day week month depending upon building specific factor season weather variables1 legionella prolonged period may week,0
1262,article,outbreak infectious disease happen cruise ship people spend time close together traveler many country disease spread ship crew member ship outbreak transfer ship infected people may also travel cruise ship country reason outbreak covid19 cruise ship pose risk rapid spread disease beyond voyage community across globe unprecedented nat,0
1263,article,people homeless risk covid19 homeless service often provided congregate setting could facilitate spread infection many people homeless older adult underlying medical condition may also higher risk severe disease health department healthcare facility aware people homeless particularly vulnerable group possible identifying non congregate setting high,0
1264,article,many recommendation prevent covid19 may difficult person experiencing homelessness although may possible avoid certain crowded location shelter people homeless try avoid crowded public setting public transportation possible use take away option food true everyone maintain distance 6 foot two arm length people also wash hand,0
1267,article,covid19surge spreadsheet based tool hospital administrator public health official use estimate surge demand hospital based service covid19 pandemic user covid19surge produce estimate number covid19 patient need hospitalized number requiring icu care number requiring ventilator support user compare estimate hospital capacity using either existing capacity estimate exp,0
1268,article,following screening tool used identify people symptom indicate might respiratory infection although every person respiratory infection symptom coronavirus disease 2019 covid19 using tool may helpful identifying people may need medical care someone screen positive symptom directed stay either within shelter another location according predesignated pl,0
1269,article,think facility deal impact coronavirus disease 2019 covid19 important work local health official school district child care licensing board body child care accreditation body health consultant community partner determine appropriate plan action document meant help administrator create emergency operation plan tailor community level transmission plan ahead,0
1270,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness several federal agency also supporting critical effort providing resource occupational safety health administration list resource guidance worker,0
1271,article,ensure continuity operation essential function cdc advises critical infrastructure worker may permitted continue work following potential exposure covid19 provided remain asymptomatic additional precaution implemented protect community potential exposure mean household contact close contact within 6 foot individual confirmed suspected covid19 timeframe contact individual inclu,0
1272,article,functioning critical infrastructure imperative response covid19 emergency public health safety well community well continuous remote work possible critical infrastructure business use strategy reduce likelihood spreading disease includes necessarily limited separating staff setting shift hour day implementing social distancing step preserve protect work,0
1273,article,everyone part help u respond emerging public health threat following cdc recommendation wear cloth face covering public setting avoid spreading covid19 others case infected symptom cloth face cover meant protect people case infected cloth face covering recommended surgical mask n95 respirator considered critical supply reserved healthcare wo,0
1274,article,niosh approved respirator available many type model size many manufacturer wide variety us many occupational setting common type respirator healthcare n95 filtering facepiece respirator ffrs surgical n95 ffrs paprs three option many healthcare practitioner least familiar paprs papr air purifying respirator us blower force air filter cartridge canister bre,0
1275,article,interim guidance based currently known transmission severity coronavirus disease 2019 covid19 date posting march 23 2020 u center disease control prevention cdc update guidance needed additional information becomes available please check cdc website periodically updated interim guidance document provides interim guidance specific correctional facility detention center,0
1276,article,guidance intended people living together close quarter people share small apartment people live household large extended family older adult 65 older people age serious underlying medical condition higher risk severe illness coronavirus disease 2019 covid19 following information aimed help protect vulnerable household household inclu,0
1277,article,cdc using multi pronged approach help enhance complement effort state tribal local territorial stlt staff innovative hiring mechanism designed address surge staffing need health department covid response corp initiative help provide access variety mechanism complement local effort increase capacity providing flexibility applicant recipient federal financial assistance affected covid19 redirect fu,0
1278,article,state develop plan reopening opportunity healthcare provider ensure patient date routine vaccination stay home shelter place order limiting movement outside home decline outpatient pediatric visit resulted fewer vaccine dos administered leaving child risk vaccine preventable disease including measles whooping cough healthcare provider particularly primary care team provide com,0
1279,article,cdc developed laboratory blood test assist effort determine much u population infected sars cov2 virus cause covid19 cdc also using serologic test antibody evaluate performance commercial antibody test antibody test look presence antibody specific protein made response infection antibody found blood people tested infection show people ha,0
1280,article,surveillance covid19 cause sars cov2 united state cdc using multiple surveillance system run collaboration state local territorial health department public health commercial clinical laboratory vital statistic office health care provider emergency department academic partner monitor covid19 disease united state covidview weekly summary cdc report provides weekly summary interpretation key indicator,0
1281,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness,0
1282,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness,0
1283,article,content describing non cdc tool site provided informational purpose intended indicate endorsement actual implied tool additionally information site provided user evaluate make determination effectiveness,0
1284,article,hemodialysis patient hospitalized covid19 decision discharge hospital based clinical status ability outpatient dialysis facility meet care need adhere recommended infection prevention control practice decision hospital discharge distinct decision discontinuation transmission based precaution patient suspected confirmed covid19 decision discontinuing transmis,0
1285,article,moderate severe asthma may put people higher risk severe illness covid19 keep asthma control continue current medication including inhaler steroid steroid another word corticosteroid know use inhaler possible another member household nt asthma clean disinfect house use cleaning disinfecting product make sure people asthm,0
1286,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1287,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
1288,article,center disease control prevention cdc twenty four seven saving life protecting people center disease control prevention cdc twenty four seven saving life protecting people,0
